inchikey,validated,pAct_pre,n_pre
JSVQMWDVJKCFFX-UHFFFAOYSA-N,1,,0
IGMYCJFCNUVBNZ-UHFFFAOYSA-N,1,,0
HCJSXNXLTDYAKZ-UHFFFAOYSA-N,1,,0
GCEDZTWELCPACO-UHFFFAOYSA-N,1,,0
LKUILOJELWBGMK-JSOSNVBQSA-N,1,,0
DVALOPXWVWHIHY-SFHVURJKSA-N,1,6.499996931948306,1
PDLVJSBMRGEXNE-UHFFFAOYSA-N,1,6.499996931948306,1
FQILBZPKWUSDNG-UHFFFAOYSA-N,1,6.499996931948306,1
HULQLOOBDVQQSC-UHFFFAOYSA-N,1,6.499996931948306,1
BVMLPMCCWDUGDH-UHFFFAOYSA-N,1,6.499996931948306,1
KBAMXOZNCXYSJT-UHFFFAOYSA-N,1,6.499996931948306,1
USKZVJAZXRLUHK-UHFFFAOYSA-N,1,6.499996931948306,1
BDRCTGAXOWRNQU-UHFFFAOYSA-N,1,6.499996931948306,1
RARDZQWGAVAIAO-UHFFFAOYSA-N,1,6.499996931948306,1
VRQBYXDBZXNLRA-UHFFFAOYSA-N,1,6.499996931948306,1
DTSBUYTYJIUAIH-UHFFFAOYSA-N,1,6.498940737782249,1
QZUDBNBUXVUHMW-UHFFFAOYSA-N,1,6.496209316942819,35
MZCVVBNYRQNALN-UHFFFAOYSA-N,1,6.494850021680094,1
KMVQZDOEGJZFKZ-UHFFFAOYSA-N,1,6.494850021680094,1
RUCVLTFMJJZXOA-UHFFFAOYSA-N,1,6.494850021680094,1
RVBDWZKWSXQLMF-RDJZCZTQSA-N,1,6.494850021680094,1
RGBHOSATWXCXSR-UHFFFAOYSA-N,1,6.494850021680094,1
FFDHLEGSHFJYQA-UHFFFAOYSA-N,1,6.494850021680094,1
DXCOQJVYSXJFAX-UHFFFAOYSA-N,1,6.494850021680094,1
DAMZXOKWXKGWAF-UHFFFAOYSA-N,1,,0
LMJQZJCJGXDLSR-UHFFFAOYSA-N,1,,0
VFZKZZYPGOBKJY-UHFFFAOYSA-N,1,6.492427464833347,2
ZLQMLDGHTKCIRQ-AOMKIAJQSA-N,1,6.492320122295393,2
ASNREPVWGRJPSG-HUUCEWRRSA-N,1,6.490797477668897,1
WCEIUAYVTGWLJR-UHFFFAOYSA-N,1,,0
ROZJLRVGVXVODO-CQSZACIVSA-N,1,6.4900049079866005,1
OJYUKAHOHYUAHF-UHFFFAOYSA-N,1,,0
SFNVUZGWWDUWJI-ATJRSEPMSA-N,1,,0
JYIJFUATJBLBJG-UHFFFAOYSA-N,1,,0
OUXSXBHPMQCPQT-FOCLMDBBSA-N,1,6.488116639021126,1
FBGLPECKCFZJFU-UHFFFAOYSA-N,1,6.486782399932061,1
XBHUNPOHYIWVNE-CQSZACIVSA-N,1,6.485745484054356,2
ILVSPFZMTPGFNW-UHFFFAOYSA-N,1,6.484898616872612,2
WNZBBTJFOIOEMP-FQEVSTJZSA-N,1,6.481486060122112,1
KPFBQVMYZMGXQK-UHFFFAOYSA-N,1,6.481486060122112,1
KTYLNGVSKMMZGB-UHFFFAOYSA-N,1,6.481486060122112,1
HMLJHBVGLCIEGH-UHFFFAOYSA-N,1,6.481486060122112,1
BHVCUILNYRRCIE-UHFFFAOYSA-N,1,,0
QNUZTODQUSLYJC-UHFFFAOYSA-N,1,,0
ZGUKBYAGUXPWLB-RMDSEJHCSA-N,1,,0
OHODDACZFUFQDV-UHFFFAOYSA-N,1,6.476253533188435,1
UPZQTOBGZYRXMC-UHFFFAOYSA-N,1,6.474307475494989,1
JPXQQLVVAAHNSC-UHFFFAOYSA-N,1,,0
DDEDFIYGQWYHBZ-GFCCVEGCSA-N,1,6.471083299722345,1
JYTBEUORVGHEBI-UHFFFAOYSA-N,1,6.471083299722345,1
LCKBEOTXTNWYRG-UHFFFAOYSA-N,1,6.470005326930858,1
XJFQAYHTOHLUIP-UHFFFAOYSA-N,1,,0
NAWFUJBIFOJDRO-UHFFFAOYSA-N,1,,0
PGAXGWGBGVJKJG-MRXNPFEDSA-N,1,6.4698003017969175,1
SNZILXJFTMMHEQ-UHFFFAOYSA-N,1,6.468521082957745,1
PDQWDSWLQAHIBM-UHFFFAOYSA-N,1,6.468521082957745,2
FQXALFLSCOKUML-UHFFFAOYSA-N,1,6.468521082957745,1
SVLAHMNAIPTSSR-UHFFFAOYSA-N,1,,0
ZLTIKXYTELEOBL-UHFFFAOYSA-N,1,,0
NFBNIRNKYJTDIE-UHFFFAOYSA-N,1,6.467245621007502,1
SBKJMNCSBLEGCS-UHFFFAOYSA-N,1,6.465973893943865,1
DOWWARCXHKBRSK-UHFFFAOYSA-N,1,,0
AUBNLLGXUCCYFZ-UHFFFAOYSA-N,1,6.464705879957229,1
JGUJMJSODMVSHV-UHFFFAOYSA-N,1,,0
XUBBXZOTHIPKRG-UHFFFAOYSA-N,1,,0
OVTLMIGCVPXGIF-UHFFFAOYSA-N,1,6.46108848003835,2
ALJVVUIFWXGXTR-UHFFFAOYSA-N,1,6.459670525209127,1
RUOVJGSFCGUFDC-UHFFFAOYSA-N,1,,0
LUZGPEPGAGXEQF-UHFFFAOYSA-N,1,6.455931955649724,1
FPHFICIJDHPAHE-OALUTQOASA-N,1,6.455931955649724,1
FKPUMTSFODZMAY-UHFFFAOYSA-N,1,6.455931955649724,1
RMDQSWIVOHIFNT-UHFFFAOYSA-N,1,6.455931955649724,1
PYVFEIJTIUOBFF-NDEPHWFRSA-N,1,6.455931955649724,1
CYRGUPLYZBDIMV-UHFFFAOYSA-N,1,,0
APDUBUJHUYQKMX-UHFFFAOYSA-N,1,6.449887897707127,2
MLMPITXUNSOGFE-UHFFFAOYSA-N,1,6.446116973356125,1
YIJDPVLWVKAIMO-GFCCVEGCSA-N,1,6.44490555142168,1
XJGIQRQUJHWFSC-UHFFFAOYSA-N,1,6.443697499232712,3
JSOOBIHCFROWDG-UHFFFAOYSA-N,1,6.443697499232712,1
QBCMSAVCLXLVLP-MRXNPFEDSA-N,1,6.443697499232712,1
PBACHGGJZAASIQ-UHFFFAOYSA-N,1,6.442492798094342,1
KMPUUVTZQFSTEA-UHFFFAOYSA-N,1,6.441847586229673,2
KWPDQKFFYHDFIG-UHFFFAOYSA-N,1,,0
OFDQLTVLCXEIAI-UHFFFAOYSA-N,1,6.438898616350944,1
FDGXVDUYFWJNRM-UHFFFAOYSA-N,1,,0
SMAYDEMZELAUEB-UHFFFAOYSA-N,1,6.436518914605589,1
AOMZLKZZYNTVAW-UHFFFAOYSA-N,1,6.434351101701188,2
BSQJXUKPWMUTBT-UHFFFAOYSA-N,1,,0
OLRDLGNPSAUGKS-UHFFFAOYSA-N,1,6.431798275933005,1
RSTJJQONPRJAIE-UHFFFAOYSA-N,1,6.431798275933005,1
HNCOLMVXXZHGHT-UHFFFAOYSA-N,1,6.431798275933005,1
NXRNOJKUXYWBIA-LJAQVGFWSA-N,1,6.431798275933005,1
QKDZZWJEUUEDPE-UHFFFAOYSA-N,1,,0
WUDCCQFZITUELQ-UHFFFAOYSA-N,1,,0
WRUNDYWPHKJEIH-UHFFFAOYSA-N,1,,0
IWPBBAPLZQJENH-UHFFFAOYSA-N,1,,0
JOCIPRSPZCLXKS-UHFFFAOYSA-N,1,6.431484028539575,2
BRIATAZJUYBSAJ-INIZCTEOSA-N,1,,0
OKODMCHGOYUBGY-SNVBAGLBSA-N,1,,0
OJFGNESHNMETMU-UHFFFAOYSA-N,1,,0
LVXYAFNPMXCRJI-GOSISDBHSA-N,1,6.427128397799519,1
UCNOTTVNPRSTFW-XSFNXXSESA-N,1,6.425968732272281,1
WLNCDWOGRLAGPA-UHFFFAOYSA-N,1,,0
FJYYLTSACBJXID-UHFFFAOYSA-N,1,6.423658649794207,1
WALQYBLEMBEYFX-JOCHJYFZSA-N,1,,0
ZCDDPEAAEDRNJF-UHFFFAOYSA-N,1,6.42021640338319,1
SFQRCRYSIPJHQY-UHFFFAOYSA-N,1,6.42021640338319,1
UOPBRNUATAQDND-UHFFFAOYSA-N,1,,0
UYCJWHABGCDKEQ-UHFFFAOYSA-N,1,,0
AIYKVNCJQXICKY-UHFFFAOYSA-N,1,,0
VRBKIVRKKCLPHA-UHFFFAOYSA-N,1,,0
DGFGHVHKQCWUJA-UHFFFAOYSA-N,1,6.41953716736767,2
WMIVISJOMKDPGX-UHFFFAOYSA-N,1,,0
UHMCLVHQIYTYOA-UHFFFAOYSA-N,1,6.417936637088291,1
WIJUWJDUUDINBR-GOSISDBHSA-N,1,,0
XRDZUZLOELIAOU-UHFFFAOYSA-N,1,6.416801226031377,1
NQVCRJIGEWITKT-UHFFFAOYSA-N,1,,0
OQBXWWGQCMPQTM-UHFFFAOYSA-N,1,,0
DZWGDUHDXDFOQC-UHFFFAOYSA-N,1,6.414539270491499,1
ZFIFMHZQHDPZDW-JSOSNVBQSA-N,1,,0
LVXZELAZCGYHRC-UHFFFAOYSA-N,1,6.40999458034867,1
LNEZIIGVFFLLQU-UHFFFAOYSA-N,1,6.4089353929735005,1
QDUNOUQOKOYLCH-UHFFFAOYSA-N,1,6.4089353929735005,1
DXTFDOIEUMNMMV-UHFFFAOYSA-N,1,6.4089353929735005,3
HRHSURDPAJFNRA-UHFFFAOYSA-N,1,6.4089353929735005,1
FJZRVTBENKLHMM-UHFFFAOYSA-N,1,,0
PGTMRNBGCGSJFJ-UHFFFAOYSA-N,1,,0
NFCAJYXEMNIWPF-UHFFFAOYSA-N,1,,0
VDHAWDNDOKGFTD-MRXNPFEDSA-N,1,,0
URKOMYMAXPYINW-UHFFFAOYSA-N,1,6.468521082957745,5
GLMUYARIPQRMIW-UHFFFAOYSA-N,1,6.402304814074488,1
ROHKDSZWDXPTKF-UHFFFAOYSA-N,1,,0
UTRNBIMBKRRKDH-UHFFFAOYSA-N,1,6.399996913372259,1
WKIHYCMRGGUMCH-UHFFFAOYSA-N,1,6.399996913372259,1
ZEZPYBMUPDTITR-UHFFFAOYSA-N,1,6.399996913372259,1
OCKYRBSJWIYEBM-OXQOHEQNSA-N,1,,0
WUSXPLYESFHLLY-UHFFFAOYSA-N,1,,0
VAGMAHDJGBPZIB-HSZRJFAPSA-N,1,,0
SKNVJEZUCGHGRG-UHFFFAOYSA-N,1,,0
FSYNULSLZHGKCA-AZUAARDMSA-N,1,,0
XYXNDRMGQIINHD-UHFFFAOYSA-N,1,,0
HDQVTWXXANYCIU-MWLCHTKSSA-N,1,,0
ROKAKGMAWJNFEN-UHFFFAOYSA-N,1,6.393726146830012,3
BODKZKXTTLFUIE-UHFFFAOYSA-N,1,,0
OJINAULTAMERKJ-UHFFFAOYSA-N,1,,0
RWDBDUKKVDGKLL-UHFFFAOYSA-N,1,6.3893398369101195,1
VBJJOYHRWXQNFV-UHFFFAOYSA-N,1,6.388276691992658,1
GYWHDZIJHYATFG-UHFFFAOYSA-N,1,6.3872161432802645,1
RMXWGHDSQFWKHG-UHFFFAOYSA-N,1,6.3872161432802645,1
LOOROOGJSWXTHW-UHFFFAOYSA-N,1,6.3872161432802645,1
UWDDPDDBHFLUEH-UHFFFAOYSA-N,1,,0
MAFQRGJTJAMOBM-UHFFFAOYSA-N,1,,0
BOPVQJAIGZUFJL-UHFFFAOYSA-N,1,,0
MYFHADFSNRZMLH-UHFFFAOYSA-N,1,6.3819519032879075,1
RMKVCRINIVDQQR-FQEVSTJZSA-N,1,,0
GXGVWEMSSIKHOZ-UHFFFAOYSA-N,1,,0
PQBWSEUMJSRWDF-UHFFFAOYSA-N,1,,0
FFZALGRQJRVCKO-ZDUSSCGKSA-N,1,6.378375033651015,2
QPOPFNWPFQDIQV-UHFFFAOYSA-N,1,6.376750709602099,1
RKJGOTQLYDWXJL-UHFFFAOYSA-N,1,,0
QEVFANOTWOZMFN-UHFFFAOYSA-N,1,6.374687549038326,2
QVJKSJKBVZSPPJ-LMONUYQQSA-N,1,,0
OAWCCPORHBJQQY-AWEZNQCLSA-N,1,6.373265451060172,2
RNNKCHJUBXFBQB-UHFFFAOYSA-N,1,6.372634143407268,1
MQDDJWTVOBHYHX-UHFFFAOYSA-N,1,,0
UXRVFSIWSWPXSI-IONNQARKSA-N,1,,0
SVJMLYUFVDMUHP-XIFFEERXSA-N,1,,0
QZNVCRYUPLFRHD-DEOSSOPVSA-N,1,,0
IKBKZGMPCYNSLU-RGVLZGJSSA-N,1,,0
KOVNCVPOPFUEPN-UHFFFAOYSA-N,1,6.369572124974976,1
PMNZCFDKKKLFHH-UHFFFAOYSA-N,1,6.369572124974976,1
XKJCYPAWMASKGX-UHFFFAOYSA-N,1,6.369572124974976,1
OENQQKMDIVNPMU-UHFFFAOYSA-N,1,,0
ZNVJBKVJJHNRRV-UHFFFAOYSA-N,1,6.368556230986828,1
IYHHRZBKXXKDDY-UHFFFAOYSA-N,1,,0
OABMFFJUPVFTDD-UHFFFAOYSA-N,1,6.367542707815276,1
QRUCJPHVVJRIMC-UHFFFAOYSA-N,1,6.366531544420413,1
GGKGPBLSDOYJJD-UHFFFAOYSA-N,1,6.366531544420413,1
IGAYGUGEWYBNRY-UHFFFAOYSA-N,1,6.366531544420413,2
GWSJSKIZAIMZOZ-UHFFFAOYSA-N,1,6.366531544420413,1
PHHRLMSWZZUWNE-UHFFFAOYSA-N,1,,0
MTASNPVDMSIQLV-BRLLKYFNSA-N,1,6.3655227298392685,1
JWYUBODPEUBFLH-FSTMKDAKSA-N,1,6.363512103646634,1
VZTUIEROBZXUFA-INIZCTEOSA-N,1,,0
DYLSSJRMONSQGQ-UHFFFAOYSA-N,1,,0
PMZOPKCHYGDQPO-JOCHJYFZSA-N,1,,0
LOOPVARSTUYIDY-UHFFFAOYSA-N,1,,0
VDNJPDREVJLHKX-UHFFFAOYSA-N,1,,0
PBFDUYRSNDQIDN-UHFFFAOYSA-N,1,,0
YBWZCNHZSGYCJP-UHFFFAOYSA-N,1,,0
QUVIJOPWQUCXGM-UHFFFAOYSA-N,1,6.356547323513812,1
YOQUNJDFYTYTTC-UHFFFAOYSA-N,1,6.356547323513812,1
YVPBESDCGKPQTK-UHFFFAOYSA-N,1,6.354577730650908,1
ZORLJXWXFABTPZ-CTNGQTDRSA-N,1,,0
SFLSHLFXELFNJZ-QMMMGPOBSA-N,1,,0
GPALOBCMKKYZEA-UHFFFAOYSA-N,1,,0
RXOQYNOKQGUANO-UHFFFAOYSA-N,1,,0
BTSMIVQFEUCDAW-UHFFFAOYSA-N,1,,0
XERZUXOKZOACKV-UHFFFAOYSA-N,1,,0
IBMJCDACSWDYQN-UHFFFAOYSA-N,1,6.346787486224656,1
PJMOAMQVWVRXEQ-UHFFFAOYSA-N,1,6.346787486224656,1
KGPBZECHWRAGLN-UHFFFAOYSA-N,1,6.346787486224656,1
BTEHEQVRGFEGCF-UWBLVGDVSA-N,1,,0
NEUFWHZAVWYYSZ-UHFFFAOYSA-N,1,6.341035157335565,1
AXPMHZJZVFNEBY-KRWDZBQOSA-N,1,6.34008379993015,1
WRBLMUFLYRGRPQ-UHFFFAOYSA-N,1,6.339998279897117,1
PLYQWXWXIUOYQJ-UHFFFAOYSA-N,1,6.337242168318426,1
LTNOCTARMCCZMF-UHFFFAOYSA-N,1,,0
OVNWEDVAMBIZAQ-UHFFFAOYSA-N,1,,0
JNODQFNWMXFMEV-UHFFFAOYSA-N,1,,0
ZVHOLIZEVQEFBP-UHFFFAOYSA-N,1,6.333482019445119,1
DOHBWZBXSGIRIR-UHFFFAOYSA-N,1,6.332547047110046,1
KEAJISWSTUQSFY-UHFFFAOYSA-N,1,6.330683119433887,1
FVIINRQKSXAKLE-UHFFFAOYSA-N,1,6.330683119433887,1
PVACCLSEBPABQC-UHFFFAOYSA-N,1,,0
JPLZGZBACZPXMR-UHFFFAOYSA-N,1,,0
KESPBTDDQDBERC-UHFFFAOYSA-N,1,6.327902142064282,1
NBXGUYASUMJQNP-UHFFFAOYSA-N,1,,0
UQVUXUJHZYIOHV-UHFFFAOYSA-N,1,,0
FOLXSEMOHDUPCN-UHFFFAOYSA-N,1,,0
AGZPZBJIQLGGOQ-UHFFFAOYSA-N,1,6.323306390375134,1
ORLPGYDVWSWYGK-SUMDDJOVSA-N,1,6.3214816209598865,1
WVEQYQHSBOYABA-UHFFFAOYSA-N,1,6.318758762624412,1
CCWCGSVNRVVPNM-UHFFFAOYSA-N,1,6.318758762624412,2
UTSZTPIAGJECRH-BRLLKYFNSA-N,1,6.318758762624412,1
VXWWHYWZTKORBH-UHFFFAOYSA-N,1,6.318758762624412,1
PHGOEMMHIGVMIN-UHFFFAOYSA-N,1,,0
MTDYDDJVCIHZKH-UHFFFAOYSA-N,1,,0
JYJNPJVGVPZHKA-UHFFFAOYSA-N,1,6.31695296176115,1
UFTCGRNKZUBROZ-UHFFFAOYSA-N,1,,0
SWKBPFACSXLZFM-LJQANCHMSA-N,1,6.310691140876379,1
WGQZGJCCZRWHOF-UHFFFAOYSA-N,1,6.309998953116937,1
VXILQLXJSINXHA-UHFFFAOYSA-N,1,,0
QCXHSUNSZGYUFF-UHFFFAOYSA-N,1,6.309803919971486,1
GCSJTLWMFLOWBK-UHFFFAOYSA-N,1,6.308918507877031,1
HGRHWEAUHXYNNP-UHFFFAOYSA-N,1,6.307696877091684,2
JXNOGBVEQNMHDF-UHFFFAOYSA-N,1,6.30715308072277,1
LEVQMJILJZDTPU-UHFFFAOYSA-N,1,,0
OKFIQGYGZIGIDI-UHFFFAOYSA-N,1,,0
LUPMVYRKJBZCCI-UHFFFAOYSA-N,1,,0
SGVJKODGLNRNLW-UHFFFAOYSA-N,1,,0
UWSBTSAJZMIHBL-HDJSIYSDSA-N,1,,0
OXKVUNLFMUWLAP-UHFFFAOYSA-N,1,6.301029995663981,1
WAPXCWVANCEDGJ-UHFFFAOYSA-N,1,6.301029995663981,1
IBRKLUSXDYATLG-LURJTMIESA-N,1,6.301029995663981,1
SGHVFQQOVSYPTO-UHFFFAOYSA-N,1,6.301029995663981,1
GTABKUMYLUXCIH-UHFFFAOYSA-N,1,,0
JEYKHDMZDCZJFI-UHFFFAOYSA-N,1,,0
PBBXHMUHWXEQJW-UHFFFAOYSA-N,1,6.300162274132754,1
LOCQRDBFWSXQQI-UHFFFAOYSA-N,1,6.299997602857746,3
ZINAGLZHGNCAAM-XMMPIXPASA-N,1,6.299997602857746,1
MGAAQQVYULJSPC-UHFFFAOYSA-N,1,6.299997602857746,1
ZLSIXWCLVGKULN-CZUORRHYSA-N,1,6.299997602857746,1
GFDLWVZOTUWVML-UHFFFAOYSA-N,1,6.299997602857746,1
JPTWRZCVSGGHPS-UHFFFAOYSA-N,1,6.299997602857746,1
LKPJQZSWFLAVEV-UHFFFAOYSA-N,1,6.299997602857746,1
GFLAXMWGVQJOMI-UHFFFAOYSA-N,1,6.299997602857746,1
DGWBQMLESHGUBF-UHFFFAOYSA-N,1,6.299997602857746,1
FVSOIPSTCDDDHQ-UHFFFAOYSA-N,1,,0
CNTUZANNBZOTNO-UHFFFAOYSA-N,1,,0
WJBZDMXLXHXOQF-UHFFFAOYSA-N,1,,0
NIWPZKYAFLVDMU-KYJSFNMBSA-N,1,6.29929628285498,1
QSLMDECMDJKHMQ-UHFFFAOYSA-N,1,6.297569463554474,1
PMKAIUNAWGFBKO-UHFFFAOYSA-N,1,,0
VELJFQQYEQHBOB-CQSZACIVSA-N,1,6.296213713379904,2
IBGVTRNZLWEIPT-UHFFFAOYSA-N,1,6.2949920406666635,1
LMHDKCMDVMZRMD-UHFFFAOYSA-N,1,,0
RURTXDUFVIOALE-MRXNPFEDSA-N,1,6.293282217663242,1
IALFUNSVFHBTHD-ZHZULCJRSA-N,1,6.292429823902063,1
FSHKWBYMYDCHAB-HKWRFOASSA-N,1,6.292429823902063,1
DSJQTHADLDMTRA-UHFFFAOYSA-N,1,6.292429823902063,1
VKZILFVYTKXRFT-UHFFFAOYSA-N,1,,0
HXJGPTHZZPIRKV-UHFFFAOYSA-N,1,,0
IAEPLCQQQMHCHK-UNEWFSDZSA-N,1,6.290730039024169,1
PFGBBCQUFOGHGT-QKCSRTOESA-N,1,6.290730039024169,1
GTHHJVJOWMXRBS-UHFFFAOYSA-N,1,,0
QVHPJLAUHGFQOY-UHFFFAOYSA-N,1,,0
CYMMDQPIVHDAPZ-UHFFFAOYSA-N,1,6.289882634888183,1
OPZKYIOCNPKDBN-CQSZACIVSA-N,1,6.289036881004725,1
QHZGODNBRISJPN-UHFFFAOYSA-N,1,,0
YNVKFHIWFDRVNY-UHFFFAOYSA-N,1,6.285328995521157,2
VIHBCLOGDPFGGP-UHFFFAOYSA-N,1,6.2839966563652006,3
QWRGAWDCPBDPDE-UHFFFAOYSA-N,1,,0
JWBACCHTZDUJCB-IOASZLSFSA-N,1,,0
XFZUOWZQZTZZCP-UHFFFAOYSA-N,1,6.283162276700475,1
RWFSSGIYTQCWMB-MRXNPFEDSA-N,1,6.282329496997738,1
QZAYGJVTTNCVMB-UHFFFAOYSA-N,1,6.281498311132726,1
YLLMKDPCGLJFQN-CYBMUJFWSA-N,1,6.280668713016274,1
SJNLUIGGLBDGFM-UHFFFAOYSA-N,1,6.280668713016274,1
OOMIAFXMQARGDX-QHCPKHFHSA-N,1,,0
ABVUWVBSAIPHQT-UHFFFAOYSA-N,1,,0
FEUOYGFGQUAIGL-UHFFFAOYSA-N,1,,0
IFPGADOWNOXLNQ-UHFFFAOYSA-N,1,,0
YLPJQEDKFKCTSE-UHFFFAOYSA-N,1,6.278321560590878,2
XRXVZFVFIDKFOR-UHFFFAOYSA-N,1,6.278189384787453,1
HQGWTXXZVBZBPH-UHFFFAOYSA-N,1,6.276544327964814,1
JFCDMGGMCUKHST-UHFFFAOYSA-N,1,,0
DUTVAWSMMMBCQT-UHFFFAOYSA-N,1,6.275724130399211,1
JSGXAYKHXNUQAX-UHFFFAOYSA-N,1,6.275724130399211,5
LQGNDHYNCHVOGU-UHFFFAOYSA-N,1,6.275724130399211,1
JPOKVZABMSIDPD-UHFFFAOYSA-N,1,,0
AXPMHZJZVFNEBY-UHFFFAOYSA-N,1,6.270025714300445,1
XPLYYMRQGCFSNB-UHFFFAOYSA-N,1,,0
GALCSZPFCCZIBC-UHFFFAOYSA-N,1,6.269217724333611,1
ZQEBKQUIKOLFRO-UHFFFAOYSA-N,1,6.268803846446804,2
KGMLFGARCJUMAB-UHFFFAOYSA-N,1,6.268411234813261,1
AGUIOVNIFLIHLU-UHFFFAOYSA-N,1,,0
VZZGBKXBBHQYML-MOJGAOKDSA-N,1,6.266802734893431,1
VEEYYIQQKILMMS-UHFFFAOYSA-N,1,6.26440110030182,1
SAUWBVJOXSKPQX-UHFFFAOYSA-N,1,6.26440110030182,1
QLMIVFXMQPUHKG-UHFFFAOYSA-N,1,6.26440110030182,1
QLJOSZATCBCBDR-DFKUFRTHSA-N,1,,0
RGPCRBZQIQJDTL-UHFFFAOYSA-N,1,6.262012673666569,1
PLMJRPLZFUQQCS-UHFFFAOYSA-N,1,6.261219441515631,1
UXXVKIMDJCJFRO-UHFFFAOYSA-N,1,,0
FQPSOJRHFJUUMC-HNNXBMFYSA-N,1,,0
YWOYXYWGFUHWBM-UHFFFAOYSA-N,1,6.2611401979278,1
HPUIXKCTAYDNTF-UHFFFAOYSA-N,1,,0
SNFLVHDMWFYRRB-UHFFFAOYSA-N,1,6.259637310505756,1
LGUFSCDYROWRTJ-UHFFFAOYSA-N,1,,0
ISHULLMLYOWDJR-VWLOTQADSA-N,1,,0
GOFKTWKLJPDQCU-UHFFFAOYSA-N,1,,0
UEXJPFHGKCBUSS-UHFFFAOYSA-N,1,,0
QCZAQDDIFCRXPX-XMMPIXPASA-N,1,,0
NXODIUKWAVUFGF-INIZCTEOSA-N,1,,0
LGUXLRSWEKEXMZ-UHFFFAOYSA-N,1,6.251811972993799,1
MDQWSMFPLDSLBV-UHFFFAOYSA-N,1,6.251811972993799,1
YVOSGVTYMLFWSK-UHFFFAOYSA-N,1,6.251811972993799,1
PQOIDBZLMJMYCD-UHFFFAOYSA-N,1,6.251811972993799,1
QBRAQPXCJIBXIU-UHFFFAOYSA-N,1,6.251811972993799,1
VAFZNMGNFLJSPI-UHFFFAOYSA-N,1,6.251811972993799,1
CQYKKURQBKYHLM-UHFFFAOYSA-N,1,,0
NYXISGQCRCGPPX-UHFFFAOYSA-N,1,,0
SUEOEIAHHKQAOM-UHFFFAOYSA-N,1,,0
WUGBPBCNJHXWRP-UHFFFAOYSA-N,1,,0
HLGVBUMXLSDTEW-UHFFFAOYSA-N,1,,0
KHNRAYBLMYKIRA-UHFFFAOYSA-N,1,6.245689359255825,2
DCDSVYQQSBWIRG-UHFFFAOYSA-N,1,6.2441251443275085,1
XZPQRIJZBKZROM-HNNXBMFYSA-N,1,6.2441251443275085,1
RVBDWZKWSXQLMF-DOTOQJQBSA-N,1,6.2441251443275085,1
NXIZGEWMXVGBLH-UHFFFAOYSA-N,1,6.2441251443275085,1
FVURRBVVEFEGAB-UHFFFAOYSA-N,1,,0
MMNXTTQJJITNJJ-OAHLLOKOSA-N,1,6.24184537803261,1
HNMDMLNEALPPKX-UHFFFAOYSA-N,1,,0
FGMYYYXUWUOLGR-UHFFFAOYSA-N,1,6.241088107602026,1
JMWPNBKHGFORBT-KYJSFNMBSA-N,1,6.2403321553103694,1
BCXCDTKLXHURCX-AWEZNQCLSA-N,1,6.2399999527072705,1
XVJBBDPXCJMUFL-UHFFFAOYSA-N,1,,0
BGGURFWLEHSLEY-SFHVURJKSA-N,1,,0
WEVXDKFRXWZSDU-UHFFFAOYSA-N,1,6.237153737747494,2
MLHOXJCQVSTIML-UHFFFAOYSA-N,1,6.236572006437063,1
LIFHVPXIKLLTMH-UHFFFAOYSA-N,1,6.236572006437063,1
NUTCIQIPIDPFOT-UHFFFAOYSA-N,1,6.236572006437063,1
ZMEYWYCGMCZGRN-UHFFFAOYSA-N,1,,0
BPRNMVDTWIHULJ-AWEZNQCLSA-N,1,,0
LJUHEEFEADORHV-UHFFFAOYSA-N,1,,0
ODTKFNUPVBULRJ-NTCAYCPXSA-N,1,,0
XCLOPBYSKIWJNJ-UIOOFZCWSA-N,1,,0
FKIOAWWWCGUPIH-UHFFFAOYSA-N,1,,0
IOSVPGDHSQVBED-UHFFFAOYSA-N,1,,0
ZYXMVSPWOATGIW-UHFFFAOYSA-N,1,6.229221603830853,1
VFYMYMGVYBHBAW-IYARVYRRSA-N,1,6.229147988357855,1
SQHPLCBBYWXCOO-UHFFFAOYSA-N,1,6.229147988357855,1
PWOUQMPSBBVTMJ-UHFFFAOYSA-N,1,6.229147988357855,1
SVCSCOQWJKNMQT-UHFFFAOYSA-N,1,6.229147988357855,1
TUSPVTWVRDALHT-UHFFFAOYSA-N,1,6.229147988357855,1
WUJVPELCYCESAP-UHFFFAOYSA-N,1,,0
IAWWLCSYFAOUES-UHFFFAOYSA-N,1,6.228412519118745,1
YQXATUVEKBYLGN-UHFFFAOYSA-N,1,,0
PIPVZEXRFVHTJJ-UHFFFAOYSA-N,1,6.228192121000895,2
DNLVWUGWSPNABX-AREMUKBSSA-N,1,,0
XISJOANVKUVBAU-UHFFFAOYSA-N,1,6.221848749616356,1
VOWFPVSNWUSCMB-UHFFFAOYSA-N,1,6.221848749616356,1
LAVWIAQCYKFCMG-UHFFFAOYSA-N,1,6.221848749616356,1
OWMYGKYXZFSRMD-UHFFFAOYSA-N,1,6.221848749616356,1
VCGDITFNZVUQSJ-UHFFFAOYSA-N,1,,0
DSUVZVBZNSPSQB-UHFFFAOYSA-N,1,,0
KROSHEKWTTXFGB-UHFFFAOYSA-N,1,6.221382384211665,2
XGYRKKQYBLBZCF-UHFFFAOYSA-N,1,6.219682687859849,1
OAWCCPORHBJQQY-CQSZACIVSA-N,1,6.219572233983683,2
